session;ordre;eurio_id;numista_id;strate;condition;n_captures;fond;passe;pays;annee;titre;n_fps_banque;n_gold_review
9;23;de-2020-2eur-brandenburg-the-bundeslander-series;193506;riche;tilt;2;bois-clair;2;DE;2020;Brandenburg The Bundeslander Series;10;33
9;24;de-2020-2eur-brandenburg-the-bundeslander-series;193506;riche;inhand;2;papier-blanc;2;DE;2020;Brandenburg The Bundeslander Series;10;33
9;25;fr-2017-2eur-25th-anniversary-of-the-pink-ribbon-symbol-of-the-fight-against-breast-cancer;122799;canonique;glare;3;bois-clair;2;FR;2017;25Th Anniversary Of The Pink Ribbon Symbol Of The Fight Against Breast Cancer;0;1
9;26;fr-2017-2eur-25th-anniversary-of-the-pink-ribbon-symbol-of-the-fight-against-breast-cancer;122799;canonique;dim;3;papier-blanc;2;FR;2017;25Th Anniversary Of The Pink Ribbon Symbol Of The Fight Against Breast Cancer;0;1
9;27;be-2012-2eur-75th-anniversary-of-queen-elisabeth-music-competition;32526;moyenne;inhand;2;papier-blanc;2;BE;2012;75Th Anniversary Of Queen Elisabeth Music Competition;3;17
9;28;be-2012-2eur-75th-anniversary-of-queen-elisabeth-music-competition;32526;moyenne;bright;2;bois-clair;2;BE;2012;75Th Anniversary Of Queen Elisabeth Music Competition;3;17
9;29;be-2007-2eur-standard-albert-ii-2nd-map-1st-type-1st-portrait;6292;hors_banque;bright;3;table-sombre;2;BE;2007;Standard Albert Ii 2Nd Map 1St Type 1St Portrait;0;0
9;30;be-2007-2eur-standard-albert-ii-2nd-map-1st-type-1st-portrait;6292;hors_banque;glare;3;tissu-gris;2;BE;2007;Standard Albert Ii 2Nd Map 1St Type 1St Portrait;0;0
9;31;de-2008-2eur-federal-state-of-hamburg;2994;canonique;dim;3;table-sombre;2;DE;2008;Federal State Of Hamburg;0;0
9;32;de-2008-2eur-federal-state-of-hamburg;2994;canonique;bright;3;tissu-gris;2;DE;2008;Federal State Of Hamburg;0;0
9;33;fr-2008-2eur-french-presidency-of-the-council-of-the-european-union;3561;riche;dim;2;bois-clair;2;FR;2008;French Presidency Of The Council Of The European Union;10;49
9;34;fr-2008-2eur-french-presidency-of-the-council-of-the-european-union;3561;riche;inhand;2;papier-blanc;2;FR;2008;French Presidency Of The Council Of The European Union;10;49
9;35;nl-2011-2eur-erasmus-500th-anniversary-of-the-praise-of-folly;19021;canonique;inhand;3;tissu-gris;2;NL;2011;Erasmus 500Th Anniversary Of The Praise Of Folly;0;0
9;36;nl-2011-2eur-erasmus-500th-anniversary-of-the-praise-of-folly;19021;canonique;dim;3;table-sombre;2;NL;2011;Erasmus 500Th Anniversary Of The Praise Of Folly;0;0
9;37;fr-2018-2eur-100th-anniversary-of-the-end-of-the-first-world-war-bleuet-de-france;134685;moyenne;glare;2;tissu-gris;2;FR;2018;100Th Anniversary Of The End Of The First World War Bleuet De France;4;17
9;38;fr-2018-2eur-100th-anniversary-of-the-end-of-the-first-world-war-bleuet-de-france;134685;moyenne;inhand;2;table-sombre;2;FR;2018;100Th Anniversary Of The End Of The First World War Bleuet De France;4;17
9;39;it-2016-2eur-2200th-anniversary-of-the-death-of-plautus;84714;riche;tilt;2;papier-blanc;2;IT;2016;2200Th Anniversary Of The Death Of Plautus;10;47
9;40;it-2016-2eur-2200th-anniversary-of-the-death-of-plautus;84714;riche;dim;2;bois-clair;2;IT;2016;2200Th Anniversary Of The Death Of Plautus;10;47
10;1;be-2006-2eur-reopening-of-the-brussels-atomium;2166;canonique;glare;3;papier-blanc;2;BE;2006;Reopening Of The Brussels Atomium;0;0
10;2;be-2006-2eur-reopening-of-the-brussels-atomium;2166;canonique;bright;3;bois-clair;2;BE;2006;Reopening Of The Brussels Atomium;0;0
10;3;be-2009-2eur-200th-anniversary-of-louis-brailles-birth;8070;moyenne;dim;2;tissu-gris;2;BE;2009;200Th Anniversary Of Louis Brailles Birth;2;2
10;4;be-2009-2eur-200th-anniversary-of-louis-brailles-birth;8070;moyenne;inhand;2;table-sombre;2;BE;2009;200Th Anniversary Of Louis Brailles Birth;2;2
10;5;de-2020-2eur-german-polish-reconciliation;226447;riche;dim;2;tissu-gris;2;DE;2020;German Polish Reconciliation;10;17
10;6;de-2020-2eur-german-polish-reconciliation;226447;riche;bright;2;table-sombre;2;DE;2020;German Polish Reconciliation;10;17
10;7;de-2006-2eur-state-of-schleswig-holstein;2169;canonique;inhand;3;tissu-gris;2;DE;2006;State Of Schleswig Holstein;0;22
10;8;de-2006-2eur-state-of-schleswig-holstein;2169;canonique;tilt;3;table-sombre;2;DE;2006;State Of Schleswig Holstein;0;22
10;9;de-2012-2eur-state-of-bavaria;29694;canonique;tilt;3;papier-blanc;2;DE;2012;State Of Bavaria;0;0
10;10;de-2012-2eur-state-of-bavaria;29694;canonique;dim;3;bois-clair;2;DE;2012;State Of Bavaria;0;0
10;11;fi-1999-2eur-standard-1st-type-1st-map;96;moyenne;tilt;2;papier-blanc;2;FI;1999;Standard 1St Type 1St Map;1;1
10;12;fi-1999-2eur-standard-1st-type-1st-map;96;moyenne;inhand;2;bois-clair;2;FI;1999;Standard 1St Type 1St Map;1;1
10;13;mc-2009-2eur-standard-albert-ii-2nd-map;15757;hors_banque;glare;3;papier-blanc;2;MC;2009;Standard Albert Ii 2Nd Map;0;1
10;14;mc-2009-2eur-standard-albert-ii-2nd-map;15757;hors_banque;inhand;3;bois-clair;2;MC;2009;Standard Albert Ii 2Nd Map;0;1
10;15;it-2016-2eur-550th-anniversary-of-the-death-of-donatello;82330;riche;tilt;2;table-sombre;2;IT;2016;550Th Anniversary Of The Death Of Donatello;10;29
10;16;it-2016-2eur-550th-anniversary-of-the-death-of-donatello;82330;riche;bright;2;tissu-gris;2;IT;2016;550Th Anniversary Of The Death Of Donatello;10;29
10;17;de-2016-2eur-state-of-saxony;80927;canonique;inhand;3;tissu-gris;2;DE;2016;State Of Saxony;0;0
10;18;de-2016-2eur-state-of-saxony;80927;canonique;glare;3;table-sombre;2;DE;2016;State Of Saxony;0;0
10;19;sk-2009-2eur-standard-1st-type;5091;moyenne;glare;2;table-sombre;2;SK;2009;Standard 1St Type;1;1
10;20;sk-2009-2eur-standard-1st-type;5091;moyenne;bright;2;tissu-gris;2;SK;2009;Standard 1St Type;1;1
10;21;at-2005-2eur-50th-anniversary-of-the-austrian-state-treaty;2193;riche;inhand;2;table-sombre;2;AT;2005;50Th Anniversary Of The Austrian State Treaty;10;111
10;22;at-2005-2eur-50th-anniversary-of-the-austrian-state-treaty;2193;riche;bright;2;tissu-gris;2;AT;2005;50Th Anniversary Of The Austrian State Treaty;10;111
10;23;fr-2015-2eur-30th-anniversary-of-the-flag-of-the-european-union;76635;canonique;dim;3;bois-clair;2;FR;2015;30Th Anniversary Of The Flag Of The European Union;0;0
10;24;fr-2015-2eur-30th-anniversary-of-the-flag-of-the-european-union;76635;canonique;inhand;3;papier-blanc;2;FR;2015;30Th Anniversary Of The Flag Of The European Union;0;0
10;25;fr-2010-2eur-degaulles-radio-speech-on-june-18th-1940-70th-anniversary-of-the-appeal-of-june-18;11526;moyenne;dim;2;tissu-gris;2;FR;2010;Degaulles Radio Speech On June 18Th 1940 70Th Anniversary Of The Appeal Of June 18;3;29
10;26;fr-2010-2eur-degaulles-radio-speech-on-june-18th-1940-70th-anniversary-of-the-appeal-of-june-18;11526;moyenne;bright;2;table-sombre;2;FR;2010;Degaulles Radio Speech On June 18Th 1940 70Th Anniversary Of The Appeal Of June 18;3;29
10;27;ee-2016-2eur-100th-anniversary-of-the-birth-of-paul-keres;80919;canonique;tilt;3;bois-clair;2;EE;2016;100Th Anniversary Of The Birth Of Paul Keres;0;0
10;28;ee-2016-2eur-100th-anniversary-of-the-birth-of-paul-keres;80919;canonique;glare;3;papier-blanc;2;EE;2016;100Th Anniversary Of The Birth Of Paul Keres;0;0
10;29;be-2008-2eur-standard-albert-ii-2nd-map-2nd-type-2nd-portrait;6293;riche;tilt;2;bois-clair;2;BE;2008;Standard Albert Ii 2Nd Map 2Nd Type 2Nd Portrait;10;8
10;30;be-2008-2eur-standard-albert-ii-2nd-map-2nd-type-2nd-portrait;6293;riche;inhand;2;papier-blanc;2;BE;2008;Standard Albert Ii 2Nd Map 2Nd Type 2Nd Portrait;10;8
10;31;de-2021-2eur-bundeslander-series-saxony-anhalt;267621;canonique;tilt;3;papier-blanc;2;DE;2021;Bundeslander Series Saxony Anhalt;0;0
10;32;de-2021-2eur-bundeslander-series-saxony-anhalt;267621;canonique;bright;3;bois-clair;2;DE;2021;Bundeslander Series Saxony Anhalt;0;0
10;33;be-2014-2eur-standard-philippe;56039;moyenne;glare;2;bois-clair;2;BE;2014;Standard Philippe;4;4
10;34;be-2014-2eur-standard-philippe;56039;moyenne;dim;2;papier-blanc;2;BE;2014;Standard Philippe;4;4
10;35;es-2007-2eur-standard-juan-carlos-i-1st-type-2nd-map;6364;hors_banque;bright;3;papier-blanc;2;ES;2007;Standard Juan Carlos I 1St Type 2Nd Map;0;1
10;36;es-2007-2eur-standard-juan-carlos-i-1st-type-2nd-map;6364;hors_banque;glare;3;bois-clair;2;ES;2007;Standard Juan Carlos I 1St Type 2Nd Map;0;1
10;37;fi-2016-2eur-100th-anniversary-of-the-birth-of-georg-henrik-von-wright;93999;riche;bright;2;tissu-gris;2;FI;2016;100Th Anniversary Of The Birth Of Georg Henrik Von Wright;10;26
10;38;fi-2016-2eur-100th-anniversary-of-the-birth-of-georg-henrik-von-wright;93999;riche;tilt;2;table-sombre;2;FI;2016;100Th Anniversary Of The Birth Of Georg Henrik Von Wright;10;26
10;39;de-2013-2eur-state-of-baden-wurttemberg;42149;canonique;inhand;3;bois-clair;2;DE;2013;State Of Baden Wurttemberg;0;0
10;40;de-2013-2eur-state-of-baden-wurttemberg;42149;canonique;dim;3;papier-blanc;2;DE;2013;State Of Baden Wurttemberg;0;0
11;1;cy-2008-2eur-standard-1st-type;2180;moyenne;glare;2;table-sombre;2;CY;2008;Standard 1St Type;1;16
11;2;cy-2008-2eur-standard-1st-type;2180;moyenne;dim;2;tissu-gris;2;CY;2008;Standard 1St Type;1;16
11;3;at-2002-2eur-standard-1st-map;64;riche;bright;2;papier-blanc;2;AT;2002;Standard 1St Map;10;67
11;4;at-2002-2eur-standard-1st-map;64;riche;dim;2;bois-clair;2;AT;2002;Standard 1St Map;10;67
11;5;lu-2017-2eur-200th-anniversary-of-the-birth-of-william-iii;126563;canonique;tilt;3;table-sombre;2;LU;2017;200Th Anniversary Of The Birth Of William Iii;0;0
11;6;lu-2017-2eur-200th-anniversary-of-the-birth-of-william-iii;126563;canonique;dim;3;tissu-gris;2;LU;2017;200Th Anniversary Of The Birth Of William Iii;0;0
